Gene names;LFQ intensity BUL_103;LFQ intensity BUL_30;LFQ intensity BUL_40;LFQ intensity BUL_47;LFQ intensity BUL_48;LFQ intensity BUL_5;LFQ intensity BUL_82;LFQ intensity BUL_90;LFQ intensity BUL_91;LFQ intensity MUL_11;LFQ intensity MUL_12;LFQ intensity MUL_22;LFQ intensity MUL_33;LFQ intensity MUL_54;LFQ intensity MUL_61;LFQ intensity MUL_78;LFQ intensity UL_1;LFQ intensity UL_15;LFQ intensity UL_21;LFQ intensity UL_34;LFQ intensity UL_4;LFQ intensity UL_50;LFQ intensity UL_51;LFQ intensity UL_6;Razor + unique peptides;Unique peptides;Q-value;Score;Intensity;MS/MS count;Protein IDs;Majority protein IDs;Protein names;Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12
RPS3;25.93479;23.82512;24.61936;20.47259;25.64103;23.46301;25.02407;24.43612;25.18223;24.08197;25.12822;25.36936;24.33081;24.1851;23.96869;24.50863;23.11266;24.94311;23.55133;25.06419;26.10434;23.26671;21.41183;25.04093;29;16;0;290.45;8478000000;444;"P23396;P23396-2;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YF32;H0YEU2;E9PSF4;E9PJN9";"P23396;P23396-2;E9PL09;E9PPU1;F2Z2S8;H0YCJ7";40S ribosomal protein S3;;;;;;;;;;;;
RPS3A;26.20041;23.09336;24.56761;17.73964;25.46576;20.20872;24.86013;24.41693;25.21967;23.47011;23.73045;24.42739;24.18797;25.12017;23.87596;24.49179;23.51509;25.70393;23.99645;24.47376;26.15996;24.45344;22.80723;26.05658;27;27;0;238.96;9032200000;300;"P61247;D6RAT0;H0Y9Y4;D6RG13;E9PFI5;D6R9B6;D6RB09;H0Y8L7;D6RAS7;D6RED7;D6RI02;D6RGE0";"P61247;D6RAT0;H0Y9Y4;D6RG13;E9PFI5;D6R9B6;D6RB09;H0Y8L7";40S ribosomal protein S3a;;;;;;;;;;;;
RPS4X;25.95633;22.98284;24.90173;21.33974;25.27909;21.3559;24.10326;24.07879;24.47284;22.86603;23.7683;24.36292;23.90279;25.17474;23.44645;24.85928;23.71251;25.54513;24.6174;24.03666;26.73583;24.13673;21.68123;25.16871;30;30;0;183.36;7932300000;340;"P62701;Q8TD47;P22090;C9JEH7";P62701;40S ribosomal protein S4, X isoform;;;;;;;;;;;;
RPS5;23.36319;22.99499;22.73465;18.03105;23.73138;22.74006;23.02901;22.07796;22.73727;22.32929;22.80316;23.61403;22.89765;23.36706;21.90338;21.56314;20.38911;23.42995;22.14071;22.69428;24.08464;21.96441;17.69961;23.99835;16;16;0;323.31;2365100000;107;"P46782;M0R0F0;M0R0R2;M0QZN2";"P46782;M0R0F0;M0R0R2;M0QZN2";"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed";;;;;;;;;;;;
RPS6;25.19031;22.42493;23.85224;20.52936;24.69965;21.81363;23.28574;23.22065;24.0712;22.64568;23.73138;24.08018;23.06108;23.11302;22.25603;22.58809;21.59273;23.03601;23.62064;24.158;24.74401;22.52454;20.85056;23.44127;15;5;0;146.09;4178500000;189;"P62753;A2A3R7";P62753;40S ribosomal protein S6;;;;;;;;;;;;
RPS6KA1;21.58564;17.17521;21.64253;20.19988;21.3618;21.99628;20.67461;19.66399;20.68414;20.4705;21.07463;21.13283;20.99424;20.34397;22.13047;20.22341;17.96354;21.45548;18.29317;22.26914;21.4122;20.06382;18.74855;21.12799;17;16;0;73.538;674380000;63;"Q15418;Q15418-2;E9PGT3;Q15418-4;Q15418-3;Q5SVM6;E9PMM7;Q5SVM7;D6R910;E9PAN7;D6RHW7;O60307;Q96GX5;Q9Y2H9;Q96GX5-2;Q96GX5-3";"Q15418;Q15418-2;E9PGT3;Q15418-4;Q15418-3";"Ribosomal protein S6 kinase alpha-1;Ribosomal protein S6 kinase";;;;;;;;;;;;
RPS6KA3;23.01825;20.05818;22.5296;16.41952;22.99945;22.46034;21.57815;21.40613;21.84096;21.19719;21.22152;22.49372;22.23935;21.27895;23.5335;21.80341;22.36797;22.28167;23.05588;21.92944;22.3199;21.21596;19.2435;20.9402;29;17;0;69.672;1476100000;96;"P51812;B1AXG1;Q9UK32;Q9UK32-2;B1AXG2";P51812;Ribosomal protein S6 kinase alpha-3;;;;;;;;;;;;
RPS7;24.15839;22.11715;23.3676;20.58506;23.77706;22.07356;21.9687;23.11659;23.44784;21.96392;23.58256;21.85163;22.3835;22.8757;21.38596;19.41595;21.12174;23.40367;23.54545;24.58434;24.31534;23.74129;22.05986;24.11116;18;18;0;185.56;2394300000;108;"P62081;B5MCP9";"P62081;B5MCP9";40S ribosomal protein S7;;;;;;;;;;;;
RPS8;26.4971;23.08926;24.95558;19.1716;26.35597;22.45804;23.98163;24.85486;25.75453;22.73896;23.86041;24.7475;23.30368;23.82987;23.94235;23.89393;22.85077;24.57773;24.26091;25.03166;26.02688;23.64229;21.86812;24.50276;19;19;0;323.31;8820300000;354;"P62241;Q5JR95";"P62241;Q5JR95";40S ribosomal protein S8;;;;;;;;;;;;
RPS9;26.1512;22.8079;24.52217;19.35362;25.74479;22.52693;24.34259;24.09418;25.11442;22.57688;24.03817;23.72806;23.2365;23.91989;23.30048;24.50749;23.21888;24.88465;25.20836;25.51572;26.31251;22.97594;20.51567;25.28433;21;21;0;58.152;8466000000;217;"P46781;A0A024R4M0;B5MCT8;C9JM19;F2Z3C0;A8MXK4";"P46781;A0A024R4M0;B5MCT8;C9JM19";40S ribosomal protein S9;;;;;;;;;;;;
RPSA;26.00344;23.8258;24.07961;22.05702;25.10633;22.60991;26.21571;26.33599;26.70596;23.92252;23.24819;25.08986;25.72166;24.38903;25.97588;24.85743;22.66956;25.5017;23.65338;23.80025;24.413;22.26198;20.27036;23.88902;17;17;0;323.31;11045000000;333;"P08865;C9J9K3;A0A0C4DG17;F8WD59";"P08865;C9J9K3;A0A0C4DG17;F8WD59";40S ribosomal protein SA;;;;;;;;;;;;
RRAS;24.06784;22.23897;26.03274;23.49984;25.01831;22.04006;24.48308;24.72791;24.56767;25.26732;23.02205;23.01635;23.29432;23.62399;22.08661;24.62767;25.80119;23.1832;22.25865;23.68923;23.99257;24.52606;21.98409;22.43418;18;15;0;311.65;6484300000;259;P10301;P10301;Ras-related protein R-Ras;;;;;;;;;;;;
RRAS2;22.46595;20.57533;25.5852;22.14737;23.09126;20.35864;23.35326;22.59427;22.61014;25.63226;20.91685;21.73558;22.68404;23.05489;20.95362;23.48272;23.9188;19.17879;21.10092;23.05157;21.97127;22.44912;20.381;21.77744;11;11;0;139.13;3308000000;117;"P62070;P62070-4;A0A0C4DGH2;P62070-3;P62070-2;E9PK85;E9PQ87;E9PQK5;E9PQC5";"P62070;P62070-4;A0A0C4DGH2;P62070-3;P62070-2;E9PK85";Ras-related protein R-Ras2;;;;;;;;;;;;
RRBP1;22.62531;21.0045;22.43184;20.36121;21.97778;20.29424;22.74117;22.00429;22.52085;19.99493;22.8592;22.16564;22.39522;20.84957;22.51263;20.59432;19.21731;23.02807;22.58252;22.47169;25.0253;20.48817;19.44496;22.05712;46;45;0;140.21;1461600000;170;"Q9P2E9;A0A0A0MRV0;Q9P2E9-2;A0A087WVV2;Q9P2E9-3;F8W7S5;A0A087WU26;V9GY78;A2A2S5";"Q9P2E9;A0A0A0MRV0;Q9P2E9-2;A0A087WVV2;Q9P2E9-3;F8W7S5";Ribosome-binding protein 1;;;;;;;;;;;;
RSU1;22.77483;20.65849;21.91247;20.83005;22.83963;20.52812;22.4138;22.861;22.81808;22.0011;20.17243;21.59231;21.95897;20.69804;20.28354;21.9379;22.36576;20.16791;19.03754;21.9465;18.86103;22.47276;19.20879;19.90598;15;15;0;57.253;1153400000;110;"Q15404;Q15404-2";"Q15404;Q15404-2";Ras suppressor protein 1;;;;;;;;;;;;
RTCB;24.88869;23.43835;24.84857;20.92448;24.23841;21.59614;24.40574;23.85272;24.41467;22.90257;22.62533;24.14009;23.90095;23.33838;25.54557;23.53398;22.14358;24.8274;23.76719;24.22832;25.20851;22.03043;18.51892;23.32182;27;27;0;323.31;5486600000;246;Q9Y3I0;Q9Y3I0;tRNA-splicing ligase RtcB homolog;;;;;;;;;;;;
RTN4;22.1553;20.17085;20.25338;21.39686;22.76067;18.57811;21.82865;21.32734;21.18538;20.77362;18.72149;21.69592;21.92694;21.04867;21.55614;22.31338;22.48215;20.43522;21.83144;22.17527;21.72937;21.66027;18.26876;20.72825;10;2;0;62.912;1036500000;62;"Q9NQC3;Q9NQC3-4;Q9NQC3-6;H7C106;A0A0U1RQR6";"Q9NQC3;Q9NQC3-4;Q9NQC3-6";Reticulon-4;;;;;;;;;;;;
RUVBL1;24.30243;21.45337;24.33525;19.77995;23.51773;21.63485;25.27028;23.97858;25.04535;22.58272;22.22999;23.38601;23.26385;23.74755;25.53795;24.48228;22.31349;23.86543;23.04427;24.33313;23.99343;21.61419;18.66347;23.47135;26;26;0;317.07;5278900000;282;"Q9Y265;Q9Y265-2;E7ETR0;H7C4G5;J3QLR1;H7C4I3";"Q9Y265;Q9Y265-2;E7ETR0";RuvB-like 1;;;;;;;;;;;;
RUVBL2;24.96693;22.80416;24.11878;19.67057;23.65075;21.18641;24.17348;23.12512;24.59229;22.99797;22.74302;24.03364;23.53955;23.74919;25.13081;23.64295;22.27569;23.86174;22.74505;24.50616;24.06981;21.27259;18.34035;23.27355;31;31;0;133.73;4298000000;283;"Q9Y230;Q9Y230-2;M0R0Y3;X6R2L4;M0QXI6;M0R0Z0;M0QXZ7";"Q9Y230;Q9Y230-2;M0R0Y3";RuvB-like 2;;;;;;;;;;;;
S100A10;25.80141;21.917;25.64441;25.3505;26.95815;23.84355;26.12704;26.08195;25.83964;25.46973;23.95677;24.65179;25.5162;25.11549;24.63616;26.99884;27.08932;25.12939;25.45541;24.94351;22.5893;25.14169;24.46557;25.82585;12;12;0;317.4;20970000000;416;P60903;P60903;Protein S100-A10;;;;;;;;;;;;
S100A11;26.3721;25.13477;27.29728;28.56231;27.49351;28.30326;27.11515;27.53801;27.05289;28.05992;28.17226;27.03044;28.65513;27.35422;25.95043;26.28754;26.70833;27.41981;28.77744;27.24925;25.53653;26.74932;26.10125;28.10789;11;11;0;323.31;43119000000;317;P31949;P31949;"Protein S100-A11;Protein S100-A11, N-terminally processed";;;;;;;;;;;;
S100A12;21.41895;18.14077;23.75256;31.38751;22.99979;28.63509;23.97657;20.37252;18.07535;21.41318;25.11581;17.65627;22.93851;22.61097;23.64306;22.16454;23.38377;25.48484;26.20445;20.49882;21.01801;18.1617;17.67514;25.41138;11;11;0;323.31;69236000000;188;P80511;P80511;"Protein S100-A12;Calcitermin";;;;;;;;;;;;
S100A13;21.41101;21.32839;21.46921;21.02979;21.5733;22.45347;22.99084;21.86098;21.60091;23.82493;21.25626;19.66539;21.02992;20.22964;18.75401;23.26556;21.13132;19.86281;20.55992;20.35821;21.92933;21.25217;18.92433;21.08894;11;11;0;80.25;1317300000;71;Q99584;Q99584;Protein S100-A13;;;;;;;;;;;;
S100A14;20.99631;19.688;23.00191;26.81409;22.2316;22.5702;24.31866;21.66596;21.82007;21.84969;19.04241;25.67279;24.77233;22.87893;24.6578;21.94267;22.8182;18.0208;27.46482;25.42873;19.97337;21.4338;22.26064;24.84498;11;11;0;323.31;8148700000;195;Q9HCY8;Q9HCY8;Protein S100-A14;;;;;;;;;;;;
S100A16;22.5879;19.63447;24.4419;27.10579;23.12304;21.28359;25.0336;22.85888;22.43853;24.5511;22.50346;25.77432;24.60834;24.14507;24.12226;23.58818;24.60642;21.17633;27.92513;25.83188;23.07235;23.56092;22.57614;25.65488;10;10;0;320.54;10361000000;198;Q96FQ6;Q96FQ6;Protein S100-A16;;;;;;;;;;;;
S100A2;17.0366;18.55325;20.61279;25.24035;20.27036;23.14306;22.28325;18.80574;18.1169;18.89942;19.57119;23.75654;22.67657;20.19629;22.72388;18.54006;18.4996;19.96042;24.46656;23.04479;18.18993;20.0783;17.91218;23.22397;7;5;0;21.867;1733400000;65;"P29034;R4GN49";"P29034;R4GN49";Protein S100-A2;;;;;;;;;;;;
S100A4;23.26456;23.05242;23.66156;24.53665;24.18488;23.42188;22.85335;23.98833;23.47296;23.87408;24.12005;23.826;24.16798;22.97839;24.66796;22.42211;22.69177;24.23564;23.11769;23.24619;22.26026;22.08239;17.53147;23.1642;9;9;0;19.727;3570900000;112;P26447;P26447;Protein S100-A4;;;;;;;;;;;;
S100A6;24.21808;25.93571;24.85828;24.2242;26.0029;27.25926;22.93079;25.06636;24.82852;26.91855;26.8962;24.96155;26.67492;25.09402;24.19167;24.01504;25.19411;26.05736;26.34827;24.9936;24.80045;22.99386;24.29074;25.33906;12;12;0;252.14;10936000000;111;"P06703;R4GN98";"P06703;R4GN98";"Protein S100-A6;Protein S100";;;;;;;;;;;;
S100A8;22.12259;16.07215;25.61512;30.2589;21.97425;29.35502;25.19126;20.68406;18.68692;24.62137;25.0597;24.16776;25.04281;24.58159;24.88581;22.37594;25.46466;25.57415;31.04681;25.94563;25.66763;19.64773;21.70814;28.60102;17;17;0;323.31;60810000000;409;P05109;P05109;"Protein S100-A8;Protein S100-A8, N-terminally processed";;;;;;;;;;;;
S100A9;23.77163;19.81666;26.85709;30.67034;23.32003;29.45543;26.59705;23.50179;23.2165;24.90789;25.78564;25.63608;26.55258;25.10605;27.35934;23.55321;25.87352;26.59406;30.83251;26.95748;26.42494;19.42861;23.60603;29.69823;16;16;0;323.31;80261000000;688;P06702;P06702;Protein S100-A9;;;;;;;;;;;;
S100P;19.67879;19.00614;22.5633;26.47561;21.86431;25.77969;22.86678;20.29603;20.09028;18.51562;20.78157;23.41725;21.11197;19.17045;20.78517;19.24481;19.54268;24.26513;22.3197;25.47463;18.56653;18.27793;19.84351;21.78823;8;8;0;323.31;3209200000;52;P25815;P25815;Protein S100-P;;;;;;;;;;;;
SAA1;19.26217;17.03568;22.42478;22.1961;20.95127;18.1636;21.62435;19.96607;20.39812;20.20323;18.67589;23.13261;21.69583;22.10185;23.66644;19.19472;19.2433;20.02787;25.58084;19.22412;20.0251;22.26473;24.54475;20.77539;7;6;0;116.91;1638100000;85;"P0DJI8;E9PQD6";"P0DJI8;E9PQD6";"Serum amyloid A-1 protein;Amyloid protein A;Serum amyloid protein A(2-104);Serum amyloid protein A(3-104);Serum amyloid protein A(2-103);Serum amyloid protein A(2-102);Serum amyloid protein A(4-101);Serum amyloid A protein";;;;;;;;;;;;
"SAA2-SAA4;SAA4";23.37782;26.86715;24.80114;24.44702;24.84943;24.20926;24.07088;24.32608;24.16484;24.93616;24.41196;27.56703;24.84216;26.36751;26.99712;24.08537;23.32169;24.31886;24.698;24.4632;23.90848;26.01646;27.53364;26.29185;11;8;0;323.31;12627000000;257;"A0A096LPE2;P35542;E9PR14;G3V1D9;P0DJI9-2";"A0A096LPE2;P35542";Serum amyloid A-4 protein;;;;;;;;;;;;
SACM1L;23.61717;17.23123;21.65434;17.20088;23.30187;21.18186;22.14183;22.56679;21.76482;20.57727;18.36196;23.02256;20.77314;20.95447;20.02729;22.08184;22.77591;20.70362;20.07783;22.78598;24.53148;21.73211;16.02061;22.10929;31;31;0;59.4;1589200000;109;"Q9NTJ5;E9PGZ4;Q9NTJ5-2;C9JV50;F8WDN7;F8WCQ2;C9J3E3";"Q9NTJ5;E9PGZ4;Q9NTJ5-2";Phosphatidylinositide phosphatase SAC1;;;;;;;;;;;;
SAE1;23.22952;25.36119;21.81155;18.52963;22.5341;21.03382;21.73736;23.50118;23.14426;22.35515;21.84019;21.76032;22.52872;21.85999;24.15939;19.30737;18.96506;22.36853;19.63993;20.69345;20.58371;18.68793;17.52917;20.86423;15;15;0;69.598;1218700000;85;"Q9UBE0;Q9UBE0-3;B3KNJ4;Q9UBE0-2;M0QX65;M0QZS6;M0R054;M0QYM8;M0R375;M0R286";"Q9UBE0;Q9UBE0-3;B3KNJ4;Q9UBE0-2;M0QX65;M0QZS6";"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed";;;;;;;;;;;;
SAMHD1;25.4352;24.76961;24.43027;19.98398;24.22531;19.15521;23.65218;22.54331;25.83367;23.33156;23.52874;26.60031;25.48164;23.13309;26.82566;23.61448;22.28161;26.58663;24.44784;26.85958;25.14977;19.04562;20.10743;25.50555;47;47;0;323.31;10913000000;523;"Q9Y3Z3;Q9Y3Z3-4;Q9Y3Z3-2;Q9Y3Z3-3";"Q9Y3Z3;Q9Y3Z3-4;Q9Y3Z3-2;Q9Y3Z3-3";Deoxynucleoside triphosphate triphosphohydrolase SAMHD1;;;;;;;;;;;;
SAR1A;21.9065;19.20554;22.09918;19.78476;23.10383;17.99396;22.02634;22.04733;22.45956;21.16858;22.75455;24.03926;23.3688;22.88185;23.20223;21.9226;21.3399;19.61178;21.21904;21.88193;24.56477;22.20413;16.0005;23.52061;16;12;0;193.17;2057400000;113;"Q9NR31;Q9NR31-2;H0Y5E8;Q5SQT8;X1WI22";"Q9NR31;Q9NR31-2;H0Y5E8";GTP-binding protein SAR1a;;;;;;;;;;;;
SARG;21.66713;17.84506;22.28337;22.53521;22.4471;18.76934;21.55131;20.61791;20.53896;23.93733;22.8795;22.0308;23.54486;22.3095;20.70582;21.74468;23.49412;19.48964;24.00127;23.86193;19.21487;22.52898;18.46165;23.53801;25;25;0;194.22;1738100000;159;"Q9BW04;Q9BW04-2";"Q9BW04;Q9BW04-2";Specifically androgen-regulated gene protein;;;;;;;;;;;;
SARS;24.11625;23.71156;23.45689;21.22941;22.55265;18.63877;23.31036;23.64559;23.89745;22.57614;22.43479;23.21833;24.3362;23.00366;26.21662;22.59122;22.72432;23.98251;21.77044;22.44612;23.82862;21.61509;16.01834;22.05288;29;29;0;171.97;4231300000;200;"P49591;Q5T5C7";"P49591;Q5T5C7";Serine--tRNA ligase, cytoplasmic;;;;;;;;;;;;
SBSN;20.43316;18.35238;19.41144;23.82075;18.49841;22.78548;21.74755;19.66007;17.2365;18.28157;18.88869;23.19438;18.60252;21.91827;17.1327;20.18872;18.24865;20.34906;27.72819;24.74499;21.13101;19.86452;17.64719;26.1991;34;19;0;323.31;4761900000;148;Q6UWP8;Q6UWP8;Suprabasin;;;;;;;;;;;;
SCAMP2;21.83565;19.57566;21.42864;18.77407;22.44243;20.11934;22.29569;22.54147;21.25402;20.51104;17.74455;21.07437;20.28093;20.68723;19.80499;19.57156;21.13971;20.04193;20.84153;20.83175;22.99554;21.60503;19.26915;21.64768;5;5;0;83;786640000;49;"O15127;H3BV04;H3BN93;H3BUB6;H3BPL9";O15127;Secretory carrier-associated membrane protein 2;;;;;;;;;;;;
SCARB2;24.95411;23.43949;22.7514;21.82248;24.91036;19.73448;25.17131;24.71592;24.52546;21.5499;21.18307;22.83047;21.79436;23.47853;21.94467;22.90362;24.09273;21.73496;21.22612;22.77776;25.60546;23.57577;18.74682;22.80919;19;19;0;323.31;3797200000;179;"Q14108;Q14108-2;D6RDG0";"Q14108;Q14108-2";Lysosome membrane protein 2;;;;;;;;;;;;
SCFD1;24.56314;21.73467;23.24413;21.02851;23.37504;22.01771;24.06801;22.94792;23.41995;21.9655;23.49863;24.89786;23.84125;25.37839;24.76142;23.65895;22.7127;25.69975;22.51437;22.46867;23.61212;16.20608;25.79662;24.62634;30;30;0;303.91;4127400000;133;"Q8WVM8;Q8WVM8-2;Q8WVM8-3;J3KNG4;G3V2M8;G3V4I1;G3V5F3;G3V3K9;G3V363;H0YJS6;H0YJY1;G3V5E2";"Q8WVM8;Q8WVM8-2;Q8WVM8-3";Sec1 family domain-containing protein 1;;;;;;;;;;;;
SCP2;21.01563;18.27253;21.27202;18.63385;19.28277;18.85041;22.01771;20.62399;20.07444;19.90079;20.37962;20.17353;22.59124;19.84798;20.90507;19.84596;18.96764;20.78293;21.67595;19.64134;24.64576;18.80165;17.58732;20.95964;20;20;0;42.556;762330000;58;"P22307;P22307-7;P22307-8;P22307-4;P22307-2;P22307-6;H0YF61;E9PLD1;P22307-3;H0YD06;H0YCB0;P22307-5";"P22307;P22307-7;P22307-8;P22307-4;P22307-2;P22307-6;H0YF61";Non-specific lipid-transfer protein;;;;;;;;;;;;
SCRIB;21.71791;19.85828;20.48572;22.2078;23.18705;18.03094;24.33217;22.44463;21.83403;19.71607;20.72841;21.0193;21.51152;20.56579;20.64773;22.43972;21.50553;18.7495;20.42275;21.19424;20.90632;21.38753;17.49426;21.00168;30;27;0;120.85;1474600000;79;"Q14160;Q14160-3;A0A0G2JNZ2;A0A0G2JPP5;Q14160-2;A0A0G2JMS7;H0YCG0;H0YDF9";"Q14160;Q14160-3;A0A0G2JNZ2;A0A0G2JPP5;Q14160-2;A0A0G2JMS7";Protein scribble homolog;;;;;;;;;;;;
SCRN1;20.60946;24.03591;22.04327;19.93503;20.34635;21.23075;21.75475;20.30017;20.53858;22.44905;21.19532;22.51143;23.09732;21.19117;24.3652;19.36895;22.09809;20.6305;22.42752;20.7319;21.24656;18.92184;18.18231;21.1465;16;16;0;40.705;1433600000;82;"Q12765;Q12765-2;Q12765-3;C9K052;B8ZZP4;C9J7U9";"Q12765;Q12765-2;Q12765-3";Secernin-1;;;;;;;;;;;;
SDCBP;21.76891;21.84671;25.124;19.78559;23.71523;19.04759;22.82481;20.12402;21.06559;25.12704;21.83256;20.645;21.92085;21.32806;17.65355;24.29719;22.21181;19.92683;21.41751;22.10837;18.74383;20.97337;20.43726;19.91777;2;2;0;109.6;2220500000;67;"O00560;O00560-3;B4DHN5;E9PBU7";"O00560;O00560-3;B4DHN5;E9PBU7";Syntenin-1;;;;;;;;;;;;
SDCBP;25.08351;24.80287;28.23977;28.08279;26.89527;24.67471;26.49447;24.28235;25.3583;28.09189;25.28887;23.6084;24.70925;25.25425;22.62203;27.28127;25.55107;25.0228;24.69885;25.81731;21.59751;24.99486;23.63876;24.32237;22;2;0;323.31;24268000000;516;"O00560-2;G5EA09";"O00560-2;G5EA09";Syntenin-1;;;;;;;;;;;;
SDF4;21.66761;19.0347;22.1626;20.95475;21.16938;19.03985;20.85018;20.74993;22.39856;19.17006;21.34733;20.4958;19.67768;21.30157;19.61373;21.28878;20.0868;22.09928;22.37907;20.85163;21.94449;21.33963;20.25373;22.05461;12;12;0;41.515;670410000;55;"Q9BRK5;Q9BRK5-6;H0Y3T6;G3V1E2;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2;Q9BRK5-5";"Q9BRK5;Q9BRK5-6;H0Y3T6;G3V1E2;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2";45 kDa calcium-binding protein;;;;;;;;;;;;
SDHA;23.55766;18.29541;21.79206;19.42062;23.02501;20.28467;21.81468;22.21842;22.32858;18.97841;18.79442;21.42588;22.31449;21.63662;25.11906;19.6739;21.64733;23.10827;21.93567;23.09404;23.98624;21.6611;17.67854;22.27142;22;22;0;121.84;1964500000;124;"P31040;P31040-2;D6RFM5;A0A087X1I3;P31040-3;H0Y8X1";"P31040;P31040-2;D6RFM5;A0A087X1I3;P31040-3";Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;;;;;;;;;;;;
SDHB;22.06582;20.84603;19.62765;18.26519;22.07835;18.8761;21.01693;21.42501;21.22123;20.28127;18.78331;19.11335;21.75087;20.02851;21.98412;19.3561;20.62783;22.25439;20.44091;20.59787;21.99656;19.99645;19.22729;21.23052;17;17;0;23.575;710440000;49;"P21912;A0A087WWT1;A0A087WXX8";"P21912;A0A087WWT1;A0A087WXX8";Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;;;;;;;;;;;;
SEC13;22.92252;21.84452;22.05225;17.48981;23.14728;22.59443;25.71918;23.58669;23.81636;22.20186;21.10111;21.37703;22.54581;22.30675;22.81919;21.48601;21.90889;17.81487;22.44521;23.64955;22.97925;20.60756;15.27052;21.57552;13;13;0;276.34;2715100000;78;"P55735;A0A0C4DFR6;P55735-2;P55735-3;A8MXL6;E7ERC8";"P55735;A0A0C4DFR6;P55735-2;P55735-3;A8MXL6";Protein SEC13 homolog;;;;;;;;;;;;
SEC22B;25.3994;21.15752;23.32375;19.20858;24.36299;22.85097;22.98177;24.02471;24.0831;22.5396;22.26911;23.3684;22.09088;23.05768;21.52468;22.3173;21.99662;22.7264;21.41343;23.28673;25.43176;22.12893;19.59689;22.58559;15;15;0;119.12;3392900000;152;"O75396;A0A087X1A9";O75396;Vesicle-trafficking protein SEC22b;;;;;;;;;;;;
SEC23A;22.42839;19.60851;21.71373;19.84427;22.33658;20.56123;25.06254;21.55534;21.79376;21.25269;20.00045;21.29019;20.87065;20.79559;21.70691;20.43258;21.23917;17.9418;21.79031;22.43741;24.27355;18.55322;17.38519;21.06401;33;30;0;323.31;1825200000;111;"Q15436;F5H365;Q15436-2;G3V4V1;G3V1W4;G3V3G5;G3V2R6;G3V5X8;G3V4Q2;G3V5K1";"Q15436;F5H365;Q15436-2";Protein transport protein Sec23A;;;;;;;;;;;;
SEC23B;20.63103;19.32009;21.53867;20.06474;21.17615;20.63827;22.99212;19.87066;20.51056;19.98384;21.37172;20.5345;21.07398;20.5816;21.30084;20.98531;19.5024;20.18834;21.95461;20.9726;21.25315;19.28484;16.89414;20.47536;19;19;0;87.955;844030000;60;"Q15437;Q5QPE1;Q5QPE2";Q15437;Protein transport protein Sec23B;;;;;;;;;;;;
SEC23IP;20.28365;19.14241;19.99706;20.30455;21.12578;19.1934;21.48193;19.57051;20.00031;19.00701;18.84921;19.71274;19.54881;20.02459;19.56767;17.97234;18.64343;19.72142;19.60811;20.24121;22.07444;18.65071;18.88317;19.68692;19;19;0;40.122;328990000;44;"Q9Y6Y8;Q9Y6Y8-2;A0A0C4DH82;H7C0V8;H7C4C4";"Q9Y6Y8;Q9Y6Y8-2";SEC23-interacting protein;;;;;;;;;;;;
SEC24C;22.24974;19.82582;21.8753;20.88591;23.09698;20.54255;24.72676;21.71423;22.17005;21.26774;19.81725;22.13289;22.33071;21.17536;24.37338;21.89123;20.18701;21.52998;21.97994;22.41108;22.66455;19.54255;16.01858;21.28625;26;25;0;99.109;2664600000;138;"P53992;G5EA31;P53992-2;A0A0U1RR49";"P53992;G5EA31";Protein transport protein Sec24C;;;;;;;;;;;;
SEC31A;23.91552;22.08476;22.9615;19.08118;23.89384;22.10601;25.32834;22.96102;23.35931;22.62493;22.28444;22.3972;22.79707;22.82373;22.29883;21.85453;22.03922;23.64537;23.21108;23.28292;24.54174;20.99783;18.02297;22.4383;36;36;0;195.34;3455200000;178;"O94979;O94979-9;D6REX3;O94979-3;O94979-2;O94979-8;O94979-6;O94979-10;O94979-4;D6RHZ5;H7BXG7;O94979-7;H0YAB3;O94979-5;H0Y8V7;H0Y9K1;H0Y8W8;H0Y9T9;H0YAF5;D6RE64;D6RCQ9;H0Y9V3;D6RBT0;D6RHE8";"O94979;O94979-9;D6REX3;O94979-3;O94979-2;O94979-8;O94979-6;O94979-10;O94979-4;D6RHZ5;H7BXG7;O94979-7;H0YAB3;O94979-5";Protein transport protein Sec31A;;;;;;;;;;;;
"SEC61A1;SEC61A2";21.58367;18.40182;20.64764;20.59204;22.94392;21.88073;22.16119;22.78963;22.49013;20.38858;20.80459;16.41687;20.36453;21.23585;15.87542;20.22046;20.67754;19.97909;20.55974;21.9281;23.11336;20.65508;18.0337;20.82617;11;11;0;84.247;865710000;45;"P61619;B4DR61;Q9H9S3;Q9H9S3-3;F8W776;Q8TC24;Q9H9S3-2;P61619-3;H7C1Q9;C9JXC6;H7C069;A6NK38;F2Z2C7;A6NIF9;C9JJV4;H7C1S8";"P61619;B4DR61;Q9H9S3;Q9H9S3-3;F8W776;Q8TC24;Q9H9S3-2;P61619-3";"Protein transport protein Sec61 subunit alpha isoform 1;Protein transport protein Sec61 subunit alpha isoform 2";;;;;;;;;;;;
